   1.00000000e-02	   4.32314798e-02	   4.32314798e-02	   2.01694976e-01
   2.00000000e-02	   3.79286946e-02	   3.79286946e-02	   2.02833443e-01
   3.00000000e-02	   3.36952192e-02	   3.36952192e-02	   2.03501588e-01
   4.00000000e-02	   3.02615064e-02	   3.02615064e-02	   2.03784775e-01
   5.00000000e-02	   2.74474637e-02	   2.74474637e-02	   2.03761210e-01
   6.00000000e-02	   2.51324028e-02	   2.51324028e-02	   2.03499099e-01
   7.00000000e-02	   2.32327831e-02	   2.32327831e-02	   2.03055882e-01
   8.00000000e-02	   2.16866691e-02	   2.16866691e-02	   2.02478566e-01
   9.00000000e-02	   2.04437145e-02	   2.04437145e-02	   2.01804672e-01
   1.00000000e-01	   1.94595955e-02	   1.94595955e-02	   2.01063486e-01
   1.10000000e-01	   1.86933334e-02	   1.86933334e-02	   2.00277355e-01
   1.20000000e-01	   1.81066570e-02	   1.81066570e-02	   1.99462938e-01
   1.30000000e-01	   1.76643502e-02	   1.76643502e-02	   1.98632348e-01
   1.40000000e-01	   1.73350610e-02	   1.73350610e-02	   1.97794152e-01
   1.50000000e-01	   1.70918471e-02	   1.70918471e-02	   1.96954207e-01
   1.60000000e-01	   1.69123370e-02	   1.69123370e-02	   1.96116344e-01
   1.70000000e-01	   1.67785417e-02	   1.67785417e-02	   1.95282916e-01
   1.80000000e-01	   1.66764742e-02	   1.66764742e-02	   1.94455239e-01
   1.90000000e-01	   1.65955916e-02	   1.65955916e-02	   1.93633921e-01
   2.00000000e-01	   1.65281576e-02	   1.65281576e-02	   1.92819105e-01
   2.10000000e-01	   1.64686462e-02	   1.64686462e-02	   1.92010641e-01
   2.20000000e-01	   1.64132471e-02	   1.64132471e-02	   1.91208214e-01
   2.30000000e-01	   1.63594493e-02	   1.63594493e-02	   1.90411439e-01
   2.40000000e-01	   1.63056885e-02	   1.63056885e-02	   1.89619910e-01
   2.50000000e-01	   1.62510592e-02	   1.62510592e-02	   1.88833245e-01
   2.60000000e-01	   1.61951047e-02	   1.61951047e-02	   1.88051094e-01
   2.80000000e-01	   1.60787885e-02	   1.60787885e-02	   1.86499167e-01
   2.90000000e-01	   1.60186093e-02	   1.60186093e-02	   1.85728922e-01
   3.00000000e-01	   1.59573309e-02	   1.59573309e-02	   1.84962251e-01
   3.10000000e-01	   1.58951758e-02	   1.58951758e-02	   1.84199018e-01
   3.30000000e-01	   1.57690298e-02	   1.57690298e-02	   1.82682478e-01
   3.40000000e-01	   1.57053850e-02	   1.57053850e-02	   1.81929028e-01
   3.60000000e-01	   1.55776411e-02	   1.55776411e-02	   1.80431529e-01
   3.70000000e-01	   1.55137531e-02	   1.55137531e-02	   1.79687416e-01
   3.90000000e-01	   1.53863238e-02	   1.53863238e-02	   1.78208355e-01
   4.10000000e-01	   1.52596500e-02	   1.52596500e-02	   1.76741415e-01
   4.30000000e-01	   1.51339226e-02	   1.51339226e-02	   1.75286507e-01
   4.60000000e-01	   1.49472180e-02	   1.49472180e-02	   1.73126500e-01
   4.90000000e-01	   1.47628460e-02	   1.47628460e-02	   1.70993042e-01
   5.10000000e-01	   1.46412448e-02	   1.46412448e-02	   1.69585340e-01
   5.40000000e-01	   1.44608135e-02	   1.44608135e-02	   1.67495482e-01
   5.70000000e-01	   1.42826516e-02	   1.42826516e-02	   1.65431396e-01
   6.00000000e-01	   1.41066584e-02	   1.41066584e-02	   1.63392759e-01
   6.30000000e-01	   1.39328089e-02	   1.39328089e-02	   1.61379246e-01
   6.70000000e-01	   1.37043242e-02	   1.37043242e-02	   1.58733087e-01
   7.10000000e-01	   1.34796112e-02	   1.34796112e-02	   1.56130306e-01
   7.50000000e-01	   1.32586079e-02	   1.32586079e-02	   1.53570213e-01
   7.90000000e-01	   1.30412229e-02	   1.30412229e-02	   1.51052112e-01
   8.30000000e-01	   1.28273819e-02	   1.28273819e-02	   1.48575303e-01
   9.00000000e-01	   1.24615625e-02	   1.24615625e-02	   1.44338225e-01
   9.80000000e-01	   1.20562332e-02	   1.20562332e-02	   1.39643589e-01
   1.06000000e+00	   1.16640985e-02	   1.16640985e-02	   1.35101635e-01
   1.14000000e+00	   1.12847278e-02	   1.12847278e-02	   1.30707410e-01
   1.22000000e+00	   1.09176970e-02	   1.09176970e-02	   1.26456119e-01
   1.37000000e+00	   1.02613829e-02	   1.02613829e-02	   1.18854291e-01
   1.53000000e+00	   9.60476000e-03	   9.60476000e-03	   1.11248761e-01
   1.69000000e+00	   8.99013694e-03	   8.99013694e-03	   1.04129874e-01
   1.85000000e+00	   8.41483727e-03	   8.41483727e-03	   9.74664676e-02
   2.00000000e+00	   7.90897856e-03	   7.90897856e-03	   9.16073034e-02
   2.20000000e+00	   7.28149465e-03	   7.28149465e-03	   8.43394690e-02
   2.40000000e+00	   6.70383819e-03	   6.70383819e-03	   7.76483195e-02
   2.60000000e+00	   6.17196899e-03	   6.17196899e-03	   7.14879848e-02
   2.79000000e+00	   5.70584303e-03	   5.70584303e-03	   6.60889834e-02
   2.99000000e+00	   5.25316660e-03	   5.25316660e-03	   6.08456971e-02
   3.19000000e+00	   4.83639609e-03	   4.83639609e-03	   5.60184033e-02
   3.39000000e+00	   4.45269104e-03	   4.45269104e-03	   5.15740920e-02
   3.58000000e+00	   4.11641150e-03	   4.11641150e-03	   4.76790580e-02
   3.78000000e+00	   3.78983014e-03	   3.78983014e-03	   4.38963642e-02
   3.98000000e+00	   3.48915676e-03	   3.48915676e-03	   4.04137751e-02
   4.24000000e+00	   3.13364654e-03	   3.13364654e-03	   3.62960112e-02
   4.50000000e+00	   2.81435181e-03	   2.81435181e-03	   3.25976907e-02
   4.76000000e+00	   2.52758439e-03	   2.52758439e-03	   2.92761745e-02
   5.02000000e+00	   2.27003238e-03	   2.27003238e-03	   2.62931133e-02
   5.28000000e+00	   2.03873102e-03	   2.03873102e-03	   2.36140157e-02
   5.54000000e+00	   1.83100269e-03	   1.83100269e-03	   2.12079033e-02
   5.81000000e+00	   1.63765228e-03	   1.63765228e-03	   1.89683888e-02
   6.08000000e+00	   1.46471738e-03	   1.46471738e-03	   1.69653598e-02
   6.35000000e+00	   1.31004743e-03	   1.31004743e-03	   1.51738495e-02
   6.61000000e+00	   1.17656296e-03	   1.17656296e-03	   1.36277327e-02
   6.88000000e+00	   1.05231804e-03	   1.05231804e-03	   1.21886711e-02
   7.15000000e+00	   9.41194507e-04	   9.41194507e-04	   1.09015675e-02
   7.46000000e+00	   8.28005258e-04	   8.28005258e-04	   9.59051227e-03
   7.76000000e+00	   7.31445347e-04	   7.31445347e-04	   8.47209182e-03
   8.07000000e+00	   6.43480504e-04	   6.43480504e-04	   7.45323480e-03
   8.38000000e+00	   5.66096538e-04	   5.66096538e-04	   6.55690335e-03
   8.68000000e+00	   5.00080106e-04	   5.00080106e-04	   5.79225470e-03
   8.99000000e+00	   4.39939603e-04	   4.39939603e-04	   5.09567359e-03
   9.30000000e+00	   3.87032286e-04	   3.87032286e-04	   4.48286562e-03
   9.62000000e+00	   3.39082950e-04	   3.39082950e-04	   3.92748762e-03
   9.94000000e+00	   2.97073825e-04	   2.97073825e-04	   3.44091316e-03
