   0.00000000e+00	   6.00000000e-03	   6.00000000e-03
   1.00000000e-02	   4.02714271e-03	   4.02714271e-03
   2.00000000e-02	   2.79596315e-03	   2.79596315e-03
   3.00000000e-02	   2.00084790e-03	   2.00084790e-03
   4.00000000e-02	   1.46685134e-03	   1.46685134e-03
   5.00000000e-02	   1.09372512e-03	   1.09372512e-03
   6.00000000e-02	   8.23626549e-04	   8.23626549e-04
   7.00000000e-02	   6.22647394e-04	   6.22647394e-04
   8.00000000e-02	   4.70324142e-04	   4.70324142e-04
   9.00000000e-02	   3.53749525e-04	   3.53749525e-04
   1.00000000e-01	   2.64324339e-04	   2.64324339e-04
   1.10000000e-01	   1.95960411e-04	   1.95960411e-04
   1.20000000e-01	   1.44109622e-04	   1.44109622e-04
   1.30000000e-01	   1.05224994e-04	   1.05224994e-04
   1.40000000e-01	   7.64784055e-05	   7.64784055e-05
   1.50000000e-01	   5.55918463e-05	   5.55918463e-05
   1.60000000e-01	   4.07269440e-05	   4.07269440e-05
   1.70000000e-01	   3.04064431e-05	   3.04064431e-05
   1.80000000e-01	   2.34568337e-05	   2.34568337e-05
   1.90000000e-01	   1.89606110e-05	   1.89606110e-05
   2.00000000e-01	   1.62103683e-05	   1.62103683e-05
   2.10000000e-01	   1.46680858e-05	   1.46680858e-05
   2.20000000e-01	   1.39323052e-05	   1.39323052e-05
   2.30000000e-01	   1.37106601e-05	   1.37106601e-05
   2.40000000e-01	   1.37957797e-05	   1.37957797e-05
   2.50000000e-01	   1.40444757e-05	   1.40444757e-05
   2.60000000e-01	   1.43609651e-05	   1.43609651e-05
   2.70000000e-01	   1.46840688e-05	   1.46840688e-05
   2.80000000e-01	   1.49775825e-05	   1.49775825e-05
   2.90000000e-01	   1.52225900e-05	   1.52225900e-05
   3.00000000e-01	   1.54118480e-05	   1.54118480e-05
   3.10000000e-01	   1.55458823e-05	   1.55458823e-05
   3.20000000e-01	   1.56283519e-05	   1.56283519e-05
   3.30000000e-01	   1.56657151e-05	   1.56657151e-05
   3.40000000e-01	   1.56639101e-05	   1.56639101e-05
   3.50000000e-01	   1.56296807e-05	   1.56296807e-05
   3.60000000e-01	   1.55698074e-05	   1.55698074e-05
   3.70000000e-01	   1.54898815e-05	   1.54898815e-05
   3.80000000e-01	   1.53953008e-05	   1.53953008e-05
   3.90000000e-01	   1.52903710e-05	   1.52903710e-05
   4.00000000e-01	   1.51783591e-05	   1.51783591e-05
   4.10000000e-01	   1.50614015e-05	   1.50614015e-05
   4.20000000e-01	   1.49423179e-05	   1.49423179e-05
   4.30000000e-01	   1.48214696e-05	   1.48214696e-05
   4.40000000e-01	   1.46991589e-05	   1.46991589e-05
   4.50000000e-01	   1.45771816e-05	   1.45771816e-05
   4.60000000e-01	   1.44549931e-05	   1.44549931e-05
   4.70000000e-01	   1.43329083e-05	   1.43329083e-05
   4.80000000e-01	   1.42115956e-05	   1.42115956e-05
   4.90000000e-01	   1.40914650e-05	   1.40914650e-05
   5.00000000e-01	   1.39723836e-05	   1.39723836e-05
   5.10000000e-01	   1.38547964e-05	   1.38547964e-05
   5.20000000e-01	   1.37393096e-05	   1.37393096e-05
   5.30000000e-01	   1.36252241e-05	   1.36252241e-05
   5.40000000e-01	   1.35128589e-05	   1.35128589e-05
   5.50000000e-01	   1.34020842e-05	   1.34020842e-05
   5.60000000e-01	   1.32926040e-05	   1.32926040e-05
   5.70000000e-01	   1.31840379e-05	   1.31840379e-05
   5.80000000e-01	   1.30762915e-05	   1.30762915e-05
   5.90000000e-01	   1.29692795e-05	   1.29692795e-05
   6.00000000e-01	   1.28627401e-05	   1.28627401e-05
   6.10000000e-01	   1.27572023e-05	   1.27572023e-05
   6.20000000e-01	   1.26523018e-05	   1.26523018e-05
   6.30000000e-01	   1.25479982e-05	   1.25479982e-05
   6.40000000e-01	   1.24442937e-05	   1.24442937e-05
   6.50000000e-01	   1.23413802e-05	   1.23413802e-05
   6.60000000e-01	   1.22392477e-05	   1.22392477e-05
   6.70000000e-01	   1.21379866e-05	   1.21379866e-05
   6.80000000e-01	   1.20376440e-05	   1.20376440e-05
   6.90000000e-01	   1.19381186e-05	   1.19381186e-05
   7.00000000e-01	   1.18395719e-05	   1.18395719e-05
   7.10000000e-01	   1.17420785e-05	   1.17420785e-05
   7.20000000e-01	   1.16455740e-05	   1.16455740e-05
   7.30000000e-01	   1.15498844e-05	   1.15498844e-05
   7.40000000e-01	   1.14550977e-05	   1.14550977e-05
   7.50000000e-01	   1.13611820e-05	   1.13611820e-05
   7.60000000e-01	   1.12680851e-05	   1.12680851e-05
   7.70000000e-01	   1.11757478e-05	   1.11757478e-05
   7.80000000e-01	   1.10841114e-05	   1.10841114e-05
   7.90000000e-01	   1.09931039e-05	   1.09931039e-05
   8.00000000e-01	   1.09028075e-05	   1.09028075e-05
   8.10000000e-01	   1.08131980e-05	   1.08131980e-05
   8.20000000e-01	   1.07242181e-05	   1.07242181e-05
   8.30000000e-01	   1.06358449e-05	   1.06358449e-05
   8.40000000e-01	   1.05484114e-05	   1.05484114e-05
   8.50000000e-01	   1.04616970e-05	   1.04616970e-05
   8.60000000e-01	   1.03756623e-05	   1.03756623e-05
   8.70000000e-01	   1.02902971e-05	   1.02902971e-05
   8.80000000e-01	   1.02055912e-05	   1.02055912e-05
   8.90000000e-01	   1.01215347e-05	   1.01215347e-05
   9.00000000e-01	   1.00381178e-05	   1.00381178e-05
   9.10000000e-01	   9.95534109e-06	   9.95534109e-06
   9.20000000e-01	   9.87330671e-06	   9.87330671e-06
   9.30000000e-01	   9.79192819e-06	   9.79192819e-06
   9.40000000e-01	   9.71120072e-06	   9.71120072e-06
   9.50000000e-01	   9.63111955e-06	   9.63111955e-06
   9.60000000e-01	   9.55167997e-06	   9.55167997e-06
   9.70000000e-01	   9.47287732e-06	   9.47287732e-06
   9.80000000e-01	   9.39470702e-06	   9.39470702e-06
   9.90000000e-01	   9.31718419e-06	   9.31718419e-06
   1.00000000e+00	   9.24035474e-06	   9.24035474e-06
   1.01000000e+00	   9.16417298e-06	   9.16417298e-06
   1.02000000e+00	   9.08863708e-06	   9.08863708e-06
   1.03000000e+00	   9.01374517e-06	   9.01374517e-06
   1.04000000e+00	   8.93949532e-06	   8.93949532e-06
   1.05000000e+00	   8.86588556e-06	   8.86588556e-06
   1.06000000e+00	   8.79291389e-06	   8.79291389e-06
   1.07000000e+00	   8.72054894e-06	   8.72054894e-06
   1.08000000e+00	   8.64876466e-06	   8.64876466e-06
   1.09000000e+00	   8.57758604e-06	   8.57758604e-06
   1.10000000e+00	   8.50700837e-06	   8.50700837e-06
   1.11000000e+00	   8.43702701e-06	   8.43702701e-06
   1.12000000e+00	   8.36763729e-06	   8.36763729e-06
   1.13000000e+00	   8.29883456e-06	   8.29883456e-06
   1.14000000e+00	   8.23061420e-06	   8.23061420e-06
   1.15000000e+00	   8.16294219e-06	   8.16294219e-06
   1.16000000e+00	   8.09581246e-06	   8.09581246e-06
   1.17000000e+00	   8.02923329e-06	   8.02923329e-06
   1.18000000e+00	   7.96319858e-06	   7.96319858e-06
   1.19000000e+00	   7.89770228e-06	   7.89770228e-06
   1.20000000e+00	   7.83273842e-06	   7.83273842e-06
   1.21000000e+00	   7.76830110e-06	   7.76830110e-06
   1.22000000e+00	   7.70438449e-06	   7.70438449e-06
   1.23000000e+00	   7.64102151e-06	   7.64102151e-06
   1.24000000e+00	   7.57818437e-06	   7.57818437e-06
   1.25000000e+00	   7.51585937e-06	   7.51585937e-06
   1.26000000e+00	   7.45404130e-06	   7.45404130e-06
   1.27000000e+00	   7.39272497e-06	   7.39272497e-06
   1.28000000e+00	   7.33190528e-06	   7.33190528e-06
   1.29000000e+00	   7.27157716e-06	   7.27157716e-06
   1.30000000e+00	   7.21173561e-06	   7.21173561e-06
   1.31000000e+00	   7.15237567e-06	   7.15237567e-06
   1.32000000e+00	   7.09349242e-06	   7.09349242e-06
   1.33000000e+00	   7.03508102e-06	   7.03508102e-06
   1.34000000e+00	   6.97713665e-06	   6.97713665e-06
   1.35000000e+00	   6.91965456e-06	   6.91965456e-06
   1.36000000e+00	   6.86263004e-06	   6.86263004e-06
   1.37000000e+00	   6.80605844e-06	   6.80605844e-06
   1.38000000e+00	   6.74994286e-06	   6.74994286e-06
   1.39000000e+00	   6.69439564e-06	   6.69439564e-06
   1.40000000e+00	   6.63931036e-06	   6.63931036e-06
   1.41000000e+00	   6.58468359e-06	   6.58468359e-06
   1.42000000e+00	   6.53051195e-06	   6.53051195e-06
   1.43000000e+00	   6.47679205e-06	   6.47679205e-06
   1.44000000e+00	   6.42352055e-06	   6.42352055e-06
   1.45000000e+00	   6.37069409e-06	   6.37069409e-06
   1.46000000e+00	   6.31830937e-06	   6.31830937e-06
   1.47000000e+00	   6.26636309e-06	   6.26636309e-06
   1.48000000e+00	   6.21485197e-06	   6.21485197e-06
   1.49000000e+00	   6.16377275e-06	   6.16377275e-06
   1.50000000e+00	   6.11312218e-06	   6.11312218e-06
   1.51000000e+00	   6.06289707e-06	   6.06289707e-06
   1.52000000e+00	   6.01309419e-06	   6.01309419e-06
   1.53000000e+00	   5.96371037e-06	   5.96371037e-06
   1.54000000e+00	   5.91471088e-06	   5.91471088e-06
   1.55000000e+00	   5.86604541e-06	   5.86604541e-06
   1.56000000e+00	   5.81777130e-06	   5.81777130e-06
   1.57000000e+00	   5.76988465e-06	   5.76988465e-06
   1.58000000e+00	   5.72238157e-06	   5.72238157e-06
   1.59000000e+00	   5.67525823e-06	   5.67525823e-06
   1.60000000e+00	   5.62851083e-06	   5.62851083e-06
   1.61000000e+00	   5.58213562e-06	   5.58213562e-06
   1.62000000e+00	   5.53612889e-06	   5.53612889e-06
   1.63000000e+00	   5.49048695e-06	   5.49048695e-06
   1.64000000e+00	   5.44520617e-06	   5.44520617e-06
   1.65000000e+00	   5.40028294e-06	   5.40028294e-06
   1.66000000e+00	   5.35571371e-06	   5.35571371e-06
   1.67000000e+00	   5.31149494e-06	   5.31149494e-06
   1.68000000e+00	   5.26762315e-06	   5.26762315e-06
   1.69000000e+00	   5.22409489e-06	   5.22409489e-06
   1.70000000e+00	   5.18098115e-06	   5.18098115e-06
   1.71000000e+00	   5.13827669e-06	   5.13827669e-06
   1.72000000e+00	   5.09592902e-06	   5.09592902e-06
   1.73000000e+00	   5.05393580e-06	   5.05393580e-06
   1.74000000e+00	   5.01229468e-06	   5.01229468e-06
   1.75000000e+00	   4.97100335e-06	   4.97100335e-06
   1.76000000e+00	   4.93005948e-06	   4.93005948e-06
   1.77000000e+00	   4.88946075e-06	   4.88946075e-06
   1.78000000e+00	   4.84920485e-06	   4.84920485e-06
   1.79000000e+00	   4.80928945e-06	   4.80928945e-06
   1.80000000e+00	   4.76971226e-06	   4.76971226e-06
   1.81000000e+00	   4.73047097e-06	   4.73047097e-06
   1.82000000e+00	   4.69156328e-06	   4.69156328e-06
   1.83000000e+00	   4.65298691e-06	   4.65298691e-06
   1.84000000e+00	   4.61473956e-06	   4.61473956e-06
   1.85000000e+00	   4.57681895e-06	   4.57681895e-06
   1.86000000e+00	   4.53915917e-06	   4.53915917e-06
   1.87000000e+00	   4.50179682e-06	   4.50179682e-06
   1.88000000e+00	   4.46474093e-06	   4.46474093e-06
