   9.80000000e-01	  -9.26145199e-01	  -9.26145199e-01	  -3.70209327e-01
   1.06000000e+00	  -9.55303682e-01	  -9.55303682e-01	  -3.99369371e-01
   1.14000000e+00	  -9.84463714e-01	  -9.84463714e-01	  -4.28529340e-01
   1.22000000e+00	  -1.01362420e+00	  -1.01362420e+00	  -4.57689413e-01
   1.37000000e+00	  -1.06830052e+00	  -1.06830052e+00	  -5.12364626e-01
   1.53000000e+00	  -1.12662427e+00	  -1.12662427e+00	  -5.70685896e-01
   1.69000000e+00	  -1.18494270e+00	  -1.18494270e+00	  -6.29006904e-01
   1.85000000e+00	  -1.24326485e+00	  -1.24326485e+00	  -6.87327695e-01
   2.00000000e+00	  -1.29794051e+00	  -1.29794051e+00	  -7.42003267e-01
   2.20000000e+00	  -1.37084080e+00	  -1.37084080e+00	  -8.14903642e-01
   2.40000000e+00	  -1.44374757e+00	  -1.44374757e+00	  -8.87806072e-01
   2.60000000e+00	  -1.51664256e+00	  -1.51664256e+00	  -9.60707419e-01
   2.79000000e+00	  -1.58589474e+00	  -1.58589474e+00	  -1.02996247e+00
   2.99000000e+00	  -1.65879661e+00	  -1.65879661e+00	  -1.10286229e+00
   3.19000000e+00	  -1.73169768e+00	  -1.73169768e+00	  -1.17576241e+00
   3.39000000e+00	  -1.80459717e+00	  -1.80459717e+00	  -1.24866267e+00
   3.58000000e+00	  -1.87385217e+00	  -1.87385217e+00	  -1.31791791e+00
   3.78000000e+00	  -1.94675281e+00	  -1.94675281e+00	  -1.39081816e+00
   3.98000000e+00	  -2.01965318e+00	  -2.01965318e+00	  -1.46371841e+00
   4.24000000e+00	  -2.11442297e+00	  -2.11442297e+00	  -1.55848868e+00
   4.50000000e+00	  -2.20919303e+00	  -2.20919303e+00	  -1.65325889e+00
   4.76000000e+00	  -2.30396421e+00	  -2.30396421e+00	  -1.74802920e+00
   5.02000000e+00	  -2.39873518e+00	  -2.39873518e+00	  -1.84279969e+00
   5.28000000e+00	  -2.49350419e+00	  -2.49350419e+00	  -1.93757007e+00
   5.54000000e+00	  -2.58827445e+00	  -2.58827445e+00	  -2.03234029e+00
   5.81000000e+00	  -2.68669063e+00	  -2.68669063e+00	  -2.13075558e+00
   6.08000000e+00	  -2.78510547e+00	  -2.78510547e+00	  -2.22917092e+00
   6.35000000e+00	  -2.88352027e+00	  -2.88352027e+00	  -2.32758619e+00
   6.61000000e+00	  -2.97829128e+00	  -2.97829128e+00	  -2.42235648e+00
   6.88000000e+00	  -3.07670716e+00	  -3.07670716e+00	  -2.52077191e+00
   7.15000000e+00	  -3.17512141e+00	  -3.17512141e+00	  -2.61918725e+00
   7.46000000e+00	  -3.28811674e+00	  -3.28811674e+00	  -2.73218253e+00
   7.76000000e+00	  -3.39746813e+00	  -3.39746813e+00	  -2.84153288e+00
   8.07000000e+00	  -3.51046265e+00	  -3.51046265e+00	  -2.95452827e+00
   8.38000000e+00	  -3.62345715e+00	  -3.62345715e+00	  -3.06752350e+00
   8.68000000e+00	  -3.73280952e+00	  -3.73280952e+00	  -3.17687388e+00
   8.99000000e+00	  -3.84580346e+00	  -3.84580346e+00	  -3.28986928e+00
   9.30000000e+00	  -3.95879825e+00	  -3.95879825e+00	  -3.40286451e+00
   9.62000000e+00	  -4.07544028e+00	  -4.07544028e+00	  -3.51950486e+00
   9.94000000e+00	  -4.19208005e+00	  -4.19208005e+00	  -3.63614531e+00
   1.00000000e+01	  -4.21394954e+00	  -4.21394954e+00	  -3.65801536e+00
